Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpMagic,InpBoxStartHour,InpBoxStartMin,InpBoxEndHour,InpBoxEndMin,InpMinBoxPts,InpMaxBoxPts,InpPlaceHour,InpPlaceMin,InpEntryCutoffHour,InpEntryCutoffMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpBufferPoints,InpAllowLong,InpAllowShort,InpSLMode,InpMgmtTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP2_R,InpTP2Pct,InpUseEMA200Target,InpEMA200Period,InpTPfinal_R,InpUseTrailing,InpTrailAtrMult,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMaxSpread,InpVerbose
0,-209.01,-209.01000,0.00000,-1.00000,-0.42411,2.0901,1,770401,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,1000,1,1,1,15,14,1.5,3000,1,50,1,2.5,50,1,200,4,1,2,0,SPXUSD,16385,14,100,2,0,abtg_news.csv,3,30,30,0,,1,MAXMIN,0,1
1,-209.01,-209.01000,0.00000,-1.00000,-0.42411,2.0901,1,770402,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,1000,1,1,1,15,14,1.5,3000,1,50,1,2.5,50,1,200,4,1,2,0,SPXUSD,16385,14,100,2,0,abtg_news.csv,3,30,30,0,,1,MAXMIN,0,1
