Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpFillPct,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
2,410.86,51.35750,5.02646,1.68863,1.57205,2.4203,8,-0.9912,-98,-97.70,100,16385,14,0.3,2,0,1,1.5,48,300,3,1,772201,GAPFILL,1
1,231.55,33.07857,3.28263,0.95167,0.93186,2.4203,7,-0.9912,-98,-97.70,75,16385,14,0.3,2,0,1,1.5,48,300,3,1,772201,GAPFILL,1
0,235.35,34.16571,62.77165,2.54268,1.57106,0.9224,7,-0.5789,-0,-0.00,50,16385,14,0.3,2,0,1,1.5,48,300,3,1,772201,GAPFILL,1
