Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpFillPct,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,563.95,26.85476,1.95760,1.87515,7.95635,2.8338,21,-0.9988,-217,-216.80,75,16385,14,0.3,2,0,1,1.5,48,300,3,1,772201,GAPFILL,1
0,272.12,13.60600,1.56680,0.84905,4.78393,3.0768,20,-1.0177,-210,-209.50,50,16385,14,0.3,2,0,1,1.5,48,300,3,1,772201,GAPFILL,1
2,824.72,39.27238,2.37618,2.91256,8.61949,2.6084,21,-1.0867,-217,-216.80,100,16385,14,0.3,2,0,1,1.5,48,300,3,1,772201,GAPFILL,1
