Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpExitMode,InpAllowLong,InpAllowShort,InpTF,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
6,-1660.50,-7.44619,0.83337,-0.82822,-1.64897,19.9865,223,-2.0171,-383,-382.51,0,0,1,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
3,-2930.27,-14.43483,0.63526,-0.96488,-4.28741,30.0487,203,-2.9194,-449,-448.82,0,1,0,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
8,-2311.95,-12.16816,0.80703,-0.46198,-1.13240,39.4281,190,-5.7617,-1198,-1198.40,2,0,1,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
5,-2307.95,-13.49678,0.70488,-0.62364,-1.74704,32.9578,171,-2.8935,-571,-627.87,2,1,0,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
4,-3331.67,-21.22083,0.64768,-0.95952,-2.98888,34.2409,157,-1.8601,-868,-868.29,1,1,0,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
9,-4282.25,-13.29891,0.67379,-0.99559,-3.65970,42.9740,322,-2.9211,-448,-448.08,0,1,1,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
7,-2648.20,-14.23763,0.75543,-0.92666,-2.01096,28.4157,186,-2.3879,-1117,-1116.96,1,0,1,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
10,-4961.89,-21.29567,0.61627,-0.94482,-3.24902,51.0378,233,-2.0224,-1100,-1370.24,1,1,1,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
11,-4086.75,-11.32064,0.78503,-0.61393,-1.38406,52.9574,361,-5.7442,-695,-1027.59,2,1,1,16388,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
