Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpSLbufferATR,InpTP2_ATRmult,InpTF,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpAllowLong,InpAllowShort,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLbufferPips,InpSLbufferMode,InpSLfromDoji,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
6,2998.30,115.31923,37.73037,2.95475,15.17612,1.0131,26,-0.8509,-6,-5.66,1.50,2,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
1,4805.59,192.22360,4.98745,2.35877,13.05820,2.0307,25,-1.7059,-1052,-1052.38,0.25,2,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
0,4790.72,199.61333,3.10896,2.13613,12.45609,2.2336,24,-1.0239,-1074,-1074.50,0.00,2,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
7,3994.68,166.44500,2.76537,1.78118,10.21665,2.2336,24,-1.0239,-1067,-1066.93,0.00,3,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
2,5047.49,194.13423,37.69034,2.97887,15.07480,1.6898,26,-1.4209,-9,-9.45,0.50,2,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
3,4308.73,165.72038,37.66692,2.97088,15.10951,1.4469,26,-1.2162,-8,-8.12,0.75,2,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
4,3764.04,144.77077,37.69728,2.95632,15.11374,1.2706,26,-1.0677,-7,-7.10,1.00,2,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
5,3338.37,128.39885,37.67732,2.95530,15.14180,1.1276,26,-0.9473,-6,-6.35,1.25,2,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
9,4514.59,173.63808,33.96284,2.66437,13.29619,1.6898,26,-1.4209,-9,-9.45,0.50,3,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
8,4166.70,166.66800,4.45962,2.04518,11.13239,2.0307,25,-1.7059,-1052,-1052.38,0.25,3,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
10,3853.07,148.19500,33.92941,2.65670,13.27739,1.4469,26,-1.2162,-8,-8.12,0.75,3,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
12,2984.35,114.78269,33.89990,2.64191,13.32184,1.1276,26,-0.9473,-6,-6.35,1.25,3,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
13,2684.88,103.26462,33.93927,2.64588,13.36618,1.0131,26,-0.8509,-6,-5.66,1.50,3,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
11,3366.71,129.48885,33.93914,2.64425,13.29431,1.2706,26,-1.0677,-7,-7.10,1.00,3,16385,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,1,0,0.5,50,1,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,771331,0,1,0
