Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpComment,InpVerbose
0,2089.98,72.06828,1.15028,0.29113,0.94597,6.7829,29,-2.1315,-5197,-5196.76,772415,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1,500,1,1,30,1,EZ TREND,1
1,2089.98,72.06828,1.15028,0.29113,0.94597,6.7829,29,-2.1315,-5197,-5196.76,772416,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1,500,1,1,30,1,EZ TREND,1
