Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpComment,InpVerbose
1,9141.64,169.28963,1.37413,1.89131,2.86451,4.3472,54,-1.4666,-3333,-3333.40,772416,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1,500,1,1,30,1,EZ TREND,1
0,9141.64,169.28963,1.37413,1.89131,2.86451,4.3472,54,-1.4666,-3333,-3333.40,772415,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1,500,1,1,30,1,EZ TREND,1
