Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpBufferPoints,InpBoxStartHour,InpBoxStartMin,InpBoxEndHour,InpBoxEndMin,InpMinBoxPts,InpMaxBoxPts,InpPlaceHour,InpPlaceMin,InpEntryCutoffHour,InpEntryCutoffMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpSLMode,InpMgmtTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP2_R,InpTP2Pct,InpUseEMA200Target,InpEMA200Period,InpTPfinal_R,InpUseTrailing,InpTrailAtrMult,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
4,466.80,22.22857,1.92115,1.57272,15.85122,2.9357,21,1500,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
2,477.51,23.87550,1.92148,1.53827,16.44264,3.0687,20,1000,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
0,376.67,23.54188,1.93014,1.23766,11.75559,3.0076,16,500,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
1,488.79,25.72579,1.96429,1.51826,15.58232,3.1820,19,750,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
3,444.58,23.39895,1.88207,1.36663,14.42008,3.2172,19,1250,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
