Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpBufferPoints,InpBoxStartHour,InpBoxStartMin,InpBoxEndHour,InpBoxEndMin,InpMinBoxPts,InpMaxBoxPts,InpPlaceHour,InpPlaceMin,InpEntryCutoffHour,InpEntryCutoffMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpSLMode,InpMgmtTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP2_R,InpTP2Pct,InpUseEMA200Target,InpEMA200Period,InpTPfinal_R,InpUseTrailing,InpTrailAtrMult,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
3,699.30,36.80526,2.67960,2.86634,21.87013,2.3817,19,1250,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
1,515.72,25.78600,2.00736,2.19353,17.82980,2.2338,20,750,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
2,618.31,29.44333,2.19220,3.15336,21.45021,1.8768,21,1000,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
4,432.88,22.78316,1.72162,1.55182,13.58424,2.7742,19,1500,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
0,-26.03,-1.62687,0.95663,-0.07061,-0.90961,3.6082,16,500,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,0,1,1,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,770411,0,1
