file;expert;ora_piena;data;ora;simbolo;lato;uscita;livello_richiesto;prezzo_eseguito;volume;profitto;scarto_sfav
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.24 08:51:25;2025.01.24;8;D30EUR;long;sl;21477.5;21477.5;100.0;-860.0;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.24 13:37:01;2025.01.24;13;D30EUR;long;sl;21450.5;21449.6;27.4;-1038.46;0.9000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.24 17:40:03;2025.01.24;17;D30EUR;long;tp;21406.8;21406.8;51.6;2012.4;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.27 02:36:00;2025.01.27;2;D30EUR;long;sl;21286.0;21285.8;57.7;-1038.6;0.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.27 08:57:15;2025.01.27;8;D30EUR;long;sl;21175.9;21175.4;25.3;-1027.18;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.28 09:26:27;2025.01.28;9;D30EUR;long;sl;21320.4;21318.1;21.9;-1055.58;2.3000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.28 10:07:59;2025.01.28;10;D30EUR;long;tp;21357.4;21358.3;50.8;2037.08;-0.8999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.28 13:39:19;2025.01.28;13;D30EUR;long;tp;21451.2;21451.4;23.8;2037.28;-0.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.01.29 12:08:23;2025.01.29;12;D30EUR;long;tp;21602.8;21602.8;23.4;2068.56;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.03 00:05:15;2025.02.03;0;D30EUR;long;sl;21558.8;21264.4;12.1;-4617.36;294.3999999999978
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.05 21:21:16;2025.02.05;21;D30EUR;long;tp;21629.4;21629.6;8.3;2008.6;-0.19999999999708962
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.07 08:16:03;2025.02.07;8;D30EUR;long;tp;21922.5;21923.0;62.1;2080.35;-0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.07 16:53:20;2025.02.07;16;D30EUR;long;sl;21828.6;21828.6;36.6;-1046.76;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.07 17:56:46;2025.02.07;17;D30EUR;long;sl;21757.6;21757.6;68.6;-1035.86;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.11 08:37:04;2025.02.11;8;D30EUR;long;sl;21900.9;21900.9;86.2;-1025.78;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.11 09:01:22;2025.02.11;9;D30EUR;long;sl;21898.4;21897.5;100.0;-1000.0;0.9000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.11 14:32:00;2025.02.11;14;D30EUR;long;tp;21985.9;21986.0;28.8;2007.36;-0.09999999999854481
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.12 09:05:01;2025.02.12;9;D30EUR;long;sl;22076.6;22076.3;62.1;-1043.28;0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.12 09:32:31;2025.02.12;9;D30EUR;long;tp;22103.5;22103.9;94.8;2066.64;-0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.12 11:11:16;2025.02.12;11;D30EUR;long;sl;22076.6;22075.4;24.6;-1062.72;1.1999999999970896
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.13 10:40:09;2025.02.13;10;D30EUR;long;tp;22383.2;22383.4;38.9;2053.92;-0.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.14 17:20:01;2025.02.14;17;D30EUR;long;sl;22473.0;22472.5;54.4;-1071.68;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.17 10:54:32;2025.02.17;10;D30EUR;long;tp;22696.4;22696.6;13.2;2069.76;-0.19999999999708962
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.18 09:07:10;2025.02.18;9;D30EUR;long;sl;22804.8;22804.6;29.5;-1059.05;0.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.18 09:37:18;2025.02.18;9;D30EUR;long;sl;22763.1;22762.7;38.2;-1058.14;0.3999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.19 11:51:55;2025.02.19;11;D30EUR;long;sl;22710.7;22710.6;8.0;-1030.4;0.10000000000218279
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.20 15:59:55;2025.02.20;15;D30EUR;long;sl;22425.2;22425.2;13.0;-1017.9;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.21 15:55:44;2025.02.21;15;D30EUR;long;sl;22263.3;22263.1;20.1;-1015.05;0.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.21 16:25:59;2025.02.21;16;D30EUR;long;sl;22236.6;22236.6;30.1;-1002.33;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.21 17:38:06;2025.02.21;17;D30EUR;long;tp;22300.2;22300.3;38.6;1987.9;-0.09999999999854481
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.24 08:18:01;2025.02.24;8;D30EUR;long;sl;22453.8;22452.5;37.9;-1061.2;1.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.24 09:04:24;2025.02.24;9;D30EUR;long;sl;22445.5;22445.5;28.4;-1002.52;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.24 15:36:32;2025.02.24;15;D30EUR;long;sl;22376.7;22376.7;15.2;-992.56;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.25 08:45:00;2025.02.25;8;D30EUR;long;sl;22315.2;22314.7;100.0;-320.0;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.26 12:35:15;2025.02.26;12;D30EUR;long;tp;22728.3;22729.7;6.1;1944.68;-1.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.27 09:39:55;2025.02.27;9;D30EUR;long;sl;22523.9;22523.9;27.9;-996.03;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.27 12:07:23;2025.02.27;12;D30EUR;long;tp;22604.0;22604.0;33.2;1972.08;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.27 15:47:55;2025.02.27;15;D30EUR;long;sl;22478.9;22478.9;12.9;-1002.33;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.28 09:02:35;2025.02.28;9;D30EUR;long;tp;22398.5;22398.5;15.8;1987.64;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.02.28 19:16:38;2025.02.28;19;D30EUR;long;sl;22379.6;22379.0;11.1;-1017.87;0.5999999999985448
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.03 09:25:44;2025.03.03;9;D30EUR;long;sl;22594.2;22593.7;18.6;-1015.56;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.03 13:01:09;2025.03.03;13;D30EUR;long;tp;22873.8;22874.2;8.4;1980.72;-0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.04 08:12:37;2025.03.04;8;D30EUR;long;sl;22935.3;22933.5;20.7;-1053.63;1.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.04 09:00:13;2025.03.04;9;D30EUR;long;sl;22903.0;22900.0;42.4;-1132.08;3.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.05 09:16:01;2025.03.05;9;D30EUR;long;tp;22959.0;22959.4;12.2;1995.92;-0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.05 20:09:00;2025.03.05;20;D30EUR;long;tp;23203.2;23204.1;14.1;2034.63;-0.8999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.07 09:26:24;2025.03.07;9;D30EUR;long;sl;23104.8;23104.4;13.5;-1035.45;0.3999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.07 11:08:06;2025.03.07;11;D30EUR;long;sl;23092.4;23091.9;22.2;-1036.74;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.07 14:57:05;2025.03.07;14;D30EUR;long;sl;22970.7;22970.7;18.9;-1014.93;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.10 12:05:00;2025.03.10;12;D30EUR;long;sl;22740.4;22732.2;9.0;-1068.3;8.200000000000728
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.10 15:00:10;2025.03.10;15;D30EUR;long;sl;22708.7;22708.7;10.1;-986.77;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.10 17:22:02;2025.03.10;17;D30EUR;long;sl;22579.2;22577.7;10.6;-993.22;1.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.11 01:52:02;2025.03.11;1;D30EUR;long;sl;22431.5;22431.2;15.1;-978.48;0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.12 09:03:52;2025.03.12;9;D30EUR;long;tp;22541.1;22542.4;27.2;1961.12;-1.3000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.13 09:14:38;2025.03.13;9;D30EUR;long;sl;22520.8;22520.5;10.3;-980.56;0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.13 14:57:43;2025.03.13;14;D30EUR;long;sl;22429.0;22429.0;7.5;-965.25;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.14 11:10:59;2025.03.14;11;D30EUR;long;tp;22728.1;22729.2;9.4;1931.7;-1.1000000000021828
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.17 19:27:43;2025.03.17;19;D30EUR;long;tp;23247.8;23248.2;8.1;1966.68;-0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.18 09:17:10;2025.03.18;9;D30EUR;long;tp;23341.8;23344.0;19.4;2040.88;-2.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.18 16:01:47;2025.03.18;16;D30EUR;long;sl;23301.0;23299.5;17.5;-1044.75;1.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.19 08:01:59;2025.03.19;8;D30EUR;long;sl;23321.8;23316.0;34.1;-1207.14;5.799999999999272
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.19 11:14:01;2025.03.19;11;D30EUR;long;tp;23362.1;23363.5;22.6;2029.48;-1.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.19 16:09:44;2025.03.19;16;D30EUR;long;tp;23256.0;23256.9;24.4;2056.92;-0.9000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.20 07:51:37;2025.03.20;7;D30EUR;long;sl;23247.4;23247.4;28.0;-1038.8;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.20 09:27:11;2025.03.20;9;D30EUR;long;sl;23245.4;23245.1;31.3;-1039.16;0.3000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.21 09:22:54;2025.03.21;9;D30EUR;long;sl;22810.0;22809.7;9.0;-1012.5;0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.21 10:11:17;2025.03.21;10;D30EUR;long;sl;22794.7;22794.7;15.5;-1002.85;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.21 14:00:31;2025.03.21;14;D30EUR;long;sl;22759.2;22759.2;12.9;-995.88;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.21 15:09:39;2025.03.21;15;D30EUR;long;sl;22730.7;22730.2;15.8;-990.66;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.24 09:02:30;2025.03.24;9;D30EUR;long;tp;23078.4;23080.3;23.2;1997.52;-1.8999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.24 11:34:10;2025.03.24;11;D30EUR;long;tp;23005.2;23005.6;33.0;2006.4;-0.3999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.24 16:44:41;2025.03.24;16;D30EUR;long;sl;22869.1;22868.5;23.0;-1030.4;0.5999999999985448
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.26 08:00:46;2025.03.26;8;D30EUR;long;tp;23144.3;23146.3;91.7;2200.8;-2.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.26 09:12:05;2025.03.26;9;D30EUR;long;sl;23118.3;23118.0;23.1;-1034.88;0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.26 17:15:30;2025.03.26;17;D30EUR;long;sl;22833.4;22832.9;9.5;-1018.4;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.27 07:52:02;2025.03.27;7;D30EUR;long;sl;22641.1;22638.7;37.9;-1099.1;2.399999999997817
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.27 09:52:04;2025.03.27;9;D30EUR;long;sl;22548.8;22547.8;21.6;-1019.52;1.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.27 14:34:45;2025.03.27;14;D30EUR;long;sl;22542.8;22542.8;10.5;-983.85;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.28 07:47:31;2025.03.28;7;D30EUR;long;sl;22601.9;22601.8;26.4;-979.44;0.10000000000218279
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.28 08:54:56;2025.03.28;8;D30EUR;long;sl;22535.0;22534.0;25.7;-994.59;1.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.28 09:31:19;2025.03.28;9;D30EUR;long;sl;22514.0;22512.5;24.1;-992.92;1.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.31 01:16:00;2025.03.31;1;D30EUR;long;sl;22389.2;22370.7;29.0;-1484.8;18.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.31 07:32:29;2025.03.31;7;D30EUR;long;sl;22209.2;22202.7;28.1;-1115.57;6.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.03.31 08:08:33;2025.03.31;8;D30EUR;long;sl;22201.2;22200.7;17.5;-931.0;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.01 08:03:43;2025.04.01;8;D30EUR;long;tp;22357.9;22357.9;21.0;1822.8;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.01 16:05:01;2025.04.01;16;D30EUR;long;tp;22511.5;22511.6;13.2;1854.6;-0.09999999999854481
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.02 07:31:01;2025.04.02;7;D30EUR;long;sl;22431.8;22431.8;53.7;-950.49;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.02 18:10:55;2025.04.02;18;D30EUR;long;tp;22450.2;22450.6;9.9;1869.12;-0.3999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.03 08:00:51;2025.04.03;8;D30EUR;long;sl;21827.8;21827.3;8.9;-958.53;0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.03 15:04:24;2025.04.03;15;D30EUR;long;sl;21801.3;21801.3;3.8;-943.16;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.03 15:36:03;2025.04.03;15;D30EUR;long;sl;21736.8;21736.8;24.9;-938.73;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.04 04:05:11;2025.04.04;4;D30EUR;long;sl;21578.1;21577.3;12.6;-939.96;0.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.04 08:01:18;2025.04.04;8;D30EUR;long;sl;21549.8;21549.0;8.2;-921.68;0.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.04 08:24:01;2025.04.04;8;D30EUR;long;sl;21515.8;21514.5;8.5;-915.45;1.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.08 08:00:06;2025.04.08;8;D30EUR;long;sl;19977.9;19969.4;7.6;-965.96;8.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.08 09:05:16;2025.04.08;9;D30EUR;long;sl;19967.4;19964.6;9.2;-916.32;2.8000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.10 07:39:45;2025.04.10;7;D30EUR;long;tp;21226.2;21231.5;18.8;1863.08;-5.299999999999272
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.10 07:59:59;2025.04.10;7;D30EUR;long;tp;21371.2;21375.5;10.7;1841.47;-4.299999999999272
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.11 08:45:23;2025.04.11;8;D30EUR;long;sl;20607.0;20605.5;28.9;-965.26;1.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.11 18:43:04;2025.04.11;18;D30EUR;long;tp;20684.7;20688.5;5.3;1821.08;-3.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.14 08:07:11;2025.04.14;8;D30EUR;long;sl;20772.4;20772.1;19.1;-933.99;0.3000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.14 13:54:53;2025.04.14;13;D30EUR;long;tp;20953.8;20954.1;12.4;1836.44;-0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.15 08:03:00;2025.04.15;8;D30EUR;long;tp;21082.1;21083.3;11.9;1884.96;-1.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.16 01:34:18;2025.04.16;1;D30EUR;long;sl;21133.7;21132.0;29.4;-1008.42;1.7000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.16 07:32:13;2025.04.16;7;D30EUR;long;tp;21077.4;21078.2;100.0;1460.0;-0.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.16 08:00:05;2025.04.16;8;D30EUR;long;tp;21126.4;21126.7;42.0;1936.2;-0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.17 13:03:08;2025.04.17;13;D30EUR;long;tp;21252.9;21257.2;26.6;2077.46;-4.299999999999272
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.22 01:16:14;2025.04.22;1;D30EUR;long;sl;21142.2;21027.4;11.8;-2350.56;114.79999999999927
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.22 07:00:12;2025.04.22;7;D30EUR;long;sl;21024.4;21022.9;27.2;-1014.56;1.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.22 15:44:44;2025.04.22;15;D30EUR;long;tp;21224.5;21226.3;14.3;1947.66;-1.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.23 09:39:07;2025.04.23;9;D30EUR;long;tp;21932.8;21933.7;15.2;1977.52;-0.9000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.24 08:42:10;2025.04.24;8;D30EUR;long;sl;21757.4;21756.5;7.0;-1010.1;0.9000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.24 16:08:12;2025.04.24;16;D30EUR;long;tp;22071.7;22072.0;14.5;1987.95;-0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.25 08:14:36;2025.04.25;8;D30EUR;long;sl;22107.0;22106.7;16.2;-1014.12;0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.25 09:02:00;2025.04.25;9;D30EUR;long;tp;22168.0;22169.0;31.4;2034.72;-1.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.25 11:17:24;2025.04.25;11;D30EUR;long;tp;22295.7;22300.5;16.2;2115.72;-4.799999999999272
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.28 10:01:00;2025.04.28;10;D30EUR;long;tp;22388.2;22388.6;21.9;2093.64;-0.3999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.28 16:06:08;2025.04.28;16;D30EUR;long;sl;22318.6;22318.5;22.3;-1068.17;0.09999999999854481
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.29 18:40:42;2025.04.29;18;D30EUR;long;tp;22478.0;22478.6;25.2;2121.84;-0.5999999999985448
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.04.30 08:08:04;2025.04.30;8;D30EUR;long;tp;22544.5;22544.9;35.7;2163.42;-0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.06 08:38:22;2025.05.06;8;D30EUR;long;sl;23270.2;23270.0;16.1;-1098.02;0.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.07 08:00:56;2025.05.07;8;D30EUR;long;sl;23232.7;23231.9;28.7;-1107.82;0.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.07 08:38:08;2025.05.07;8;D30EUR;long;sl;23232.7;23232.7;35.4;-1076.16;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.07 09:50:07;2025.05.07;9;D30EUR;long;sl;23213.7;23212.7;26.3;-1088.82;1.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.08 17:20:11;2025.05.08;17;D30EUR;long;tp;23461.0;23461.8;10.4;2100.8;-0.7999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.09 14:04:08;2025.05.09;14;D30EUR;long;tp;23540.3;23540.7;32.2;2163.84;-0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.12 09:11:51;2025.05.12;9;D30EUR;long;sl;23641.5;23641.2;11.5;-1098.25;0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.12 12:11:52;2025.05.12;12;D30EUR;long;sl;23625.1;23624.5;16.7;-1093.85;0.5999999999985448
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.12 15:28:12;2025.05.12;15;D30EUR;long;sl;23446.4;23442.4;30.6;-1196.46;4.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.14 13:43:08;2025.05.14;13;D30EUR;long;tp;23604.7;23605.1;21.5;2132.8;-0.3999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.15 00:04:48;2025.05.15;0;D30EUR;long;sl;23439.5;23439.1;10.4;-1088.88;0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.15 07:41:08;2025.05.15;7;D30EUR;long;sl;23410.4;23410.1;37.5;-1083.75;0.3000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.15 14:44:59;2025.05.15;14;D30EUR;long;tp;23585.7;23587.0;12.8;2126.08;-1.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.19 07:30:33;2025.05.19;7;D30EUR;long;sl;23702.5;23702.4;28.5;-1085.85;0.09999999999854481
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.19 10:00:14;2025.05.19;10;D30EUR;long;sl;23678.0;23674.3;28.6;-1178.32;3.7000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.19 16:34:21;2025.05.19;16;D30EUR;long;tp;23920.2;23920.8;12.8;2127.36;-0.5999999999985448
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.20 08:16:28;2025.05.20;8;D30EUR;long;sl;23938.3;23937.4;24.4;-1100.44;0.8999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.20 10:00:01;2025.05.20;10;D30EUR;long;tp;23982.2;23982.7;37.4;2157.98;-0.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.21 07:00:10;2025.05.21;7;D30EUR;long;sl;23999.1;23999.1;61.4;-1092.92;0.0
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.21 11:01:18;2025.05.21;11;D30EUR;long;sl;23938.3;23933.7;24.9;-1192.71;4.599999999998545
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.22 11:06:45;2025.05.22;11;D30EUR;long;sl;23874.9;23873.4;10.7;-1084.98;1.5
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.22 18:27:09;2025.05.22;18;D30EUR;long;tp;24041.9;24042.3;15.5;2114.2;-0.3999999999978172
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.23 08:01:21;2025.05.23;8;D30EUR;long;tp;24031.6;24031.9;56.5;2175.25;-0.3000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.23 12:19:50;2025.05.23;12;D30EUR;long;sl;23999.9;23999.6;17.3;-1102.01;0.3000000000029104
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.27 08:32:16;2025.05.27;8;D30EUR;long;tp;24103.4;24103.7;16.0;2184.0;-0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.28 07:00:39;2025.05.28;7;D30EUR;long;sl;24221.5;24221.1;100.0;-910.0;0.4000000000014552
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.28 08:37:10;2025.05.28;8;D30EUR;long;tp;24314.0;24314.3;29.3;2212.15;-0.2999999999992724
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.29 00:00:30;2025.05.29;0;D30EUR;long;tp;24202.0;24202.2;18.7;2251.48;-0.2000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.29 08:02:43;2025.05.29;8;D30EUR;long;sl;24243.9;24243.2;25.6;-1162.24;0.7000000000007276
D30EUR_00_long_report_singola.htm;ABTG_AtrExhaustVol;2025.05.29 09:02:30;2025.05.29;9;D30EUR;long;sl;24201.2;24200.4;35.3;-1161.37;0.7999999999992724
