Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpFillPct,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,111.84,27.96000,2.04338,0.53982,0.26404,2.0560,4,-0.9966,-101,-101.21,75,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
2,23.36,4.67200,1.11274,0.05847,0.04662,3.9411,5,-1.0195,-201,-200.96,100,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
0,94.35,48.42500,38.74000,1.08899,0.14774,0.8624,2,-0.7516,-0,-0.00,50,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
