Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpFillPct,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,4.54,0.64857,1.02226,0.02226,0.01734,2.0301,7,-1.0224,-101,-101.28,75,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
2,106.35,10.63500,1.42431,0.47085,0.50087,2.2248,10,-1.0176,-147,-146.55,100,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
0,-151.63,-50.54333,0.24333,-0.74361,-0.39282,2.0301,3,-1.0064,-99,-99.08,50,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
