Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpFillPct,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
0,-243.76,-22.16000,0.44176,-0.74442,-1.66605,3.2591,11,-0.9855,-190,-190.25,50,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
2,-486.44,-37.41846,0.31796,-0.80937,-3.58588,5.9819,13,-0.9998,-408,-408.16,100,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
1,-552.01,-42.46231,0.22602,-0.88440,-4.15477,6.2123,13,-1.0021,-408,-408.16,75,16385,14,0.3,2,0,1,1.5,48,0,3,1,772201,GAPFILL,1
