Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpMagic,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingAtr,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpSLBufferAtr,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMaxSpread,InpVerbose,InpLogImbuto
1,4950.89,38.08377,1.28437,0.72504,0.91220,6.5252,130,783511,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,0,1,50,1,3,0,0,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,0,1,1
0,4950.89,38.08377,1.28437,0.72504,0.91220,6.5252,130,783510,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,0,1,50,1,3,0,0,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,0,1,1
