Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpEmaSlow,InpUsaGuardian,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpRunnerTP_R,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpMinBreakoutRangeATR,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpUseVolRegime,InpVolAtrPeriod,InpVolLookback,InpVolLowPct,InpVolHighPct,InpVolLowOffMult,InpVolHighOffMult,InpVolLowSlMult,InpVolHighSlMult,InpVolHighSizeMult,InpUseSRFilter,InpSRProximityPts,InpSRUsePrevDay,InpSRUseRoundNumbers,InpSRRoundInterval,InpMagic,InpMaxSpread,InpVerbose
0,2095.12,10.58141,1.30448,2.66908,10.29142,7.7678,198,-1.1958,-445,-444.95,140,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.84,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765244,0,1
1,2330.05,11.82766,1.33952,2.86370,11.34498,8.0517,197,-1.1958,-480,-479.57,160,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.84,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765244,0,1
2,2458.41,12.47924,1.36409,3.02146,11.90489,8.0517,197,-1.1958,-480,-479.57,180,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.84,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765244,0,1
3,3530.12,17.91939,1.52994,4.72611,16.33226,7.3174,197,-1.1958,-493,-493.20,200,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.84,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765244,0,1
4,3512.08,17.64864,1.51602,4.68558,16.18469,7.2971,199,-1.1958,-496,-495.81,220,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.84,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765244,0,1
5,3564.68,17.82340,1.52063,4.67432,16.22026,7.0112,200,-1.1958,-509,-508.87,240,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.84,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765244,0,1
6,3622.20,18.02090,1.52824,4.73589,16.42165,6.9865,201,-1.1958,-511,-511.47,260,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.84,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765244,0,1
