Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpAllowLong,InpAllowShort,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLbufferPips,InpSLfromDoji,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMaxSpread,InpVerbose,InpSlippagePts
1,2022.21,101.11050,24.56339,4.46917,31.70444,0.4505,20,-0.2127,-86,-85.82,772620,16385,56,100,2,14,30,2,10,1,0,1,0,1,0,200,14,0,14,-20,-80,14,25,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,0,1,0
0,2022.21,101.11050,24.56339,4.46917,31.70444,0.4505,20,-0.2127,-86,-85.82,772619,16385,56,100,2,14,30,2,10,1,0,1,0,1,0,200,14,0,14,-20,-80,14,25,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE_OTT,0,1,0
