Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpNearAtr,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,-315.18,-4.92469,0.63495,-0.67775,-5.00000,4.5938,64,0.50,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123D,784130,0,1
2,-15.58,-0.13316,0.98837,-0.02397,-0.13798,6.1656,117,1.00,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123D,784130,0,1
1,-284.14,-2.87010,0.76952,-0.44237,-3.26167,6.2458,99,0.75,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123D,784130,0,1
3,6.74,0.05525,1.00474,0.01074,0.05342,5.9539,122,1.25,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123D,784130,0,1
4,-220.72,-1.72438,0.86503,-0.29454,-1.67239,7.1676,128,1.50,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123D,784130,0,1
