Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpStAtrPeriod,InpUsaGuardian,InpTF,InpStMult,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
3,622.79,4.09730,1.38944,1.04917,3.54931,5.9091,152,9,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
0,-222.20,-1.10000,0.91423,-0.23105,-0.95516,8.9690,202,6,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
4,-585.58,-4.57484,0.61023,-0.66636,-4.00040,8.6646,128,10,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
1,-253.27,-1.53497,0.88180,-0.39974,-1.27507,6.3358,165,7,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
5,-687.38,-6.36463,0.55874,-0.73407,-4.90772,9.2263,108,11,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
2,338.71,1.89223,1.16409,0.46189,1.75137,6.7338,179,8,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
6,481.54,3.62060,1.35923,1.60814,3.11276,2.8356,133,12,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
