Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpNearAtr,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,65.74,0.82175,1.07552,0.17246,0.70523,3.7746,80,0.25,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
4,643.57,3.74169,1.32197,0.99647,2.92707,6.4033,172,1.25,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
5,643.57,3.74169,1.32197,0.99647,2.92707,6.4033,172,1.50,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
1,-12.79,-0.10484,0.99120,-0.02049,-0.09765,6.2126,122,0.50,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
6,515.91,2.93131,1.24520,0.79881,2.32314,6.4033,176,1.75,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
2,422.82,3.17910,1.28389,0.67750,2.91513,6.2126,133,0.75,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
3,622.28,4.09395,1.38900,1.04742,3.54619,5.9142,152,1.00,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
7,515.91,2.93131,1.24520,0.79881,2.32314,6.4033,176,2.00,1,16385,3.5,9,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R132C NEARATR,779460,0,0
