Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpEmaSlow,InpUsaGuardian,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpRunnerTP_R,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpMinBreakoutRangeATR,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpUseVolRegime,InpVolAtrPeriod,InpVolLookback,InpVolLowPct,InpVolHighPct,InpVolLowOffMult,InpVolHighOffMult,InpVolLowSlMult,InpVolHighSlMult,InpVolHighSizeMult,InpUseSRFilter,InpSRProximityPts,InpSRUsePrevDay,InpSRUseRoundNumbers,InpSRRoundInterval,InpMagic,InpMaxSpread,InpVerbose
0,-196.86,-4.68714,0.87245,-0.40683,-5.00000,4.7039,42,-1.1256,-303,-302.98,140,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,0,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765246,0,1
1,-298.54,-8.29278,0.79216,-0.73260,-5.00000,4.0691,36,-1.1467,-376,-375.80,160,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,0,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765246,0,1
2,-116.33,-3.42147,0.90788,-0.28547,-4.66490,4.0691,34,-1.1362,-376,-375.80,180,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,0,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765246,0,1
3,199.14,6.42387,1.20335,0.52214,8.55884,3.6243,31,-1.0253,-283,-282.95,200,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,0,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765246,0,1
4,64.29,2.14300,1.06709,0.17787,2.87880,3.4860,30,-1.0253,-283,-282.95,220,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,0,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765246,0,1
5,64.29,2.14300,1.06709,0.17787,2.87880,3.4860,30,-1.0253,-283,-282.95,240,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,0,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765246,0,1
6,64.29,2.14300,1.06709,0.17787,2.87880,3.4860,30,-1.0253,-283,-282.95,260,0,14,30,15,17,30,1,1,0,0,0,16385,60,200,0,120,0,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,0,1,5,2,12532,0,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,0,1.5,20,0,20,1,1,0,14,100,20,80,0.7,1.5,0.75,1.5,0.5,0,1500,1,1,10000,765246,0,1
