Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpUseSecondSignal,InpUsaGuardian,InpSignalStartHour,InpSignalStartMin,InpSignalMinutes,InpUseOvernightInR1,InpMaxGiorniIndietro,InpMinAbsR1Pct,InpEntryHour,InpEntryMin,InpEntryWindowMin,InpExitHour,InpExitMin,InpExitSafetyMin,InpAllowLong,InpAllowShort,InpUseStopLoss,InpAtrTF,InpAtrPeriod,InpSLatr,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpAutoTest,InpSlippagePts
1,-4558.11,-59.97513,0.46117,-0.84543,-5.00000,5.3624,76,1,0,14,30,30,1,5,0,20,30,5,21,0,1,1,1,1,30,14,2,0.65,0,abtg_news.csv,3,30,30,0,USD,A1 MIM,784102,0,1,1,0
0,-5942.61,-40.70281,0.59938,-0.92414,-5.00000,6.4172,146,0,0,14,30,30,1,5,0,20,30,5,21,0,1,1,1,1,30,14,2,0.65,0,abtg_news.csv,3,30,30,0,USD,A1 MIM,784102,0,1,1,0
