Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLLookback,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
0,2170.77,5.09570,1.05323,0.25160,0.39346,8.4296,426,1,1,16388,2.5,7,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127B LOOKBACK,779420,0,0,1
3,3873.68,9.07185,1.12465,0.61535,0.79693,6.1784,427,7,1,16388,2.5,7,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127B LOOKBACK,779420,0,0,1
1,2494.32,5.84150,1.07529,0.35758,0.50697,6.8578,427,3,1,16388,2.5,7,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127B LOOKBACK,779420,0,0,1
4,3415.95,7.99988,1.11177,0.49336,0.71012,6.7878,427,9,1,16388,2.5,7,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127B LOOKBACK,779420,0,0,1
2,3967.31,9.29112,1.12525,0.65871,0.81186,5.9113,427,5,1,16388,2.5,7,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127B LOOKBACK,779420,0,0,1
5,3373.62,7.90075,1.11209,0.49430,0.71004,6.6887,427,11,1,16388,2.5,7,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127B LOOKBACK,779420,0,0,1
6,2854.95,6.68607,1.10059,0.46050,0.62761,6.1050,427,13,1,16388,2.5,7,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127B LOOKBACK,779420,0,0,1
