Pass,Simbolo,Periodo,Giornate Con Tick,Giornate Valide,Giornate Scartate Igiene,Giornate Scartate Dati,P01 Eventi Long,P01 Esito,P02 Media Evento Pct,P02 Media Tutti Pct,P02 Media Non Evento Pct,P02 Separazione X,P02 Esito,P02 Controllo Degenere,Mediana Evento Pct,Win Evento Pct,Win Tutti Pct,P03 Take Mediano Unita,P03 Spread Campana Mediano Unita,P03 Spread Campana P95 Unita,P03 Spread Tutti Mediano Unita,P03 Spread Tutti P95 Unita,P03 Rapporto Take Su Spread,P03 Esito,P03 Tick Campana Eventi,P03 Tick Campana Tutti,P03 Spread Oltre Tetto,P04 MAE p50 Pct,P04 MAE p75 Pct,P04 MAE p90 Pct,P04 MFE p50 Pct,P04 MFE p75 Pct,P04 MFE p90 Pct,P04 MAE p75 Unita,P04 MFE p50 Unita,P05 Eventi Short,P05 Media Short Pct,P05 Mediana Short Pct,P05 Win Short Pct,P05 Separazione Short X,P05 Esito Frequenza,P05 Esito Separazione,P05 MAE Short p75 Pct,P05 MFE Short p50 Pct,P06 Eventi Lunedi,P06 Quota Lunedi Pct,P06 Esito,P06 Barre Prima Ora Mediana,P06 Aperture Non Esatte,Verdetto Complessivo,Eco Soglia Gap Long,Eco Soglia Gap Short,Eco Minuti Uscita,Eco Minuto Campana Server,Eco Minuto Chiusura Cash Server,Eco Gate Spento,Eco Lato,Eco Spread Campana Misurato,Eco Punti Per Unita,Eco Decimali Simbolo,Letture M1 Fallite,Giornate Troncate,Autotest Falliti,Autotest Blocchi,P03 Tick Campana Scartati,InpSogliaGapPct,InpOraAperturaServer,InpMinAperturaServer,InpMinutiUscita,InpLato,InpGateSpento,InpMisuraSpreadCampana,InpVerbose,InpAutoTest,InpSogliaGapShortPct,InpMinBarreM1PrimaOra,InpScriviCsv,InpTagCorsa
0,NASUSD,M5,499,446,53,0,446,2,-0.013390,-0.013390,0.000000,1.000,0,1,-0.000448,49.78,49.78,-0.1000,1.8000,2.7000,1.8000,2.7000,-0.056,0,270168,270168,0,0.1286,0.2716,0.4399,0.1045,0.2554,0.4234,64.600,25.300,446,0.013390,0.000448,50.22,1.000,2,0,0.2554,0.1286,92,20.63,2,60.0,0,0,-0.600,0.500,15,870,1260,1,0,1,100,2,98,0,0,8,0,-0.6,14,30,15,0,1,1,1,1,0.5,55,1,
1,NASUSD,M5,499,446,53,0,446,2,-0.013390,-0.013390,0.000000,1.000,0,1,-0.000448,49.78,49.78,-0.1000,1.8000,2.7000,1.8000,2.7000,-0.056,0,270168,270168,0,0.1286,0.2716,0.4399,0.1045,0.2554,0.4234,64.600,25.300,446,0.013390,0.000448,50.22,1.000,2,0,0.2554,0.1286,92,20.63,2,60.0,0,0,-0.500,0.500,15,870,1260,1,0,1,100,2,98,0,0,8,0,-0.5,14,30,15,0,1,1,1,1,0.5,55,1,
