Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpSLbufferPips,InpTF,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLfromDoji,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
4,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
0,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
1,-620.12,-2.58383,0.98445,-0.05995,-0.20740,9.7122,240,-1.7109,-3037,-3149.78,1,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
6,2945.16,13.32652,1.13959,0.35725,1.28370,7.8729,221,-1.2998,-3056,-3056.24,0,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
5,1583.93,6.21149,1.06595,0.22672,0.66016,6.5474,255,-1.3528,-3111,-3135.10,1,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
2,-1514.25,-7.31522,0.95719,-0.10052,-0.60455,14.1795,207,-1.4867,-4047,-4047.27,0,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
7,4575.77,9.61296,1.09997,0.39873,0.96390,10.5109,476,-1.3529,-3065,-3240.85,1,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
3,-2124.62,-4.75306,0.97164,-0.11124,-0.38852,17.6756,447,-1.7119,-4100,-4099.52,1,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
