Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpSLbufferPips,InpTF,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLfromDoji,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
0,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
4,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
5,3802.68,15.52114,1.14955,0.83534,1.81475,4.3173,245,-1.1180,-3096,-3095.93,1,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
1,2677.61,11.64178,1.06650,0.57301,1.11010,4.5798,230,-1.2809,-3037,-3036.90,1,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
3,-4480.26,-11.22872,0.93815,-0.43892,-1.08415,9.7372,399,-1.6974,-4335,-4335.07,1,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
2,-6966.57,-41.22231,0.78556,-0.64531,-3.93101,10.4860,169,-1.2705,-3253,-3252.91,0,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
6,1233.56,6.81525,1.07002,0.24130,0.69526,4.8327,181,-1.1693,-2270,-2270.37,0,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
7,5077.76,11.91962,1.11464,0.85257,1.29496,5.3926,426,-1.4970,-3332,-3332.17,1,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
