Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpSLbufferPips,InpTF,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLfromDoji,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
0,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
4,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
5,-3202.23,-13.56877,0.88405,-0.32019,-1.61232,9.8506,236,-1.1767,-3982,-3981.80,1,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
3,-5012.18,-10.99162,0.93477,-0.24127,-1.07584,20.0382,456,-1.7489,-3848,-4099.35,1,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
2,-2076.40,-8.95000,0.94781,-0.17406,-0.84664,11.5192,232,-1.7504,-2965,-2964.62,0,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
7,-3670.80,-7.61577,0.92827,-0.22442,-0.91072,15.6603,482,-1.3157,-2967,-3132.25,1,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
1,-2996.68,-13.37804,0.92417,-0.25634,-1.32155,11.4799,224,-1.3076,-4978,-4978.47,1,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
6,-515.18,-2.09423,0.97892,-0.06475,-0.24844,7.6804,246,-1.3166,-2206,-2205.75,0,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
