Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpSLbufferPips,InpTF,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLfromDoji,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
0,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
4,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,0,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
2,-10192.53,-52.26938,0.73170,-0.61705,-4.36603,16.2495,195,-1.5964,-4000,-4000.07,0,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
1,-5166.00,-23.58904,0.86349,-0.74242,-2.21820,6.9484,219,-1.8813,-3050,-3050.34,1,0,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
5,1378.12,5.88940,1.06007,0.24789,0.58911,5.5546,234,-1.6269,-2931,-2977.87,1,0,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
3,-14807.81,-35.76766,0.79428,-0.72506,-3.30184,20.3936,414,-1.8783,-2858,-2914.10,1,1,5,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
6,-8141.76,-39.71590,0.71862,-0.72991,-3.82840,10.8966,205,-1.1238,-2021,-2031.36,0,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
7,-6891.83,-15.69893,0.86446,-0.57860,-1.57246,11.9007,439,-1.6248,-2936,-2935.76,1,1,25,16385,56,100,2,14,30,2,10,1,0,1,0,200,14,0,14,-20,-80,14,0,0.5,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1,0
