Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpMinBoxPts,InpUsaGuardian,InpBoxStartHour,InpBoxStartMin,InpBoxEndHour,InpBoxEndMin,InpMaxBoxPts,InpPlaceHour,InpPlaceMin,InpEntryCutoffHour,InpEntryCutoffMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpBufferPoints,InpAllowLong,InpAllowShort,InpSLMode,InpMgmtTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP2_R,InpTP2Pct,InpUseEMA200Target,InpEMA200Period,InpTPfinal_R,InpUseTrailing,InpTrailAtrMult,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpAutoTest
0,36.07,0.55492,1.01569,0.03674,0.69943,9.0477,65,0,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
4,11.63,0.23260,1.00631,0.01332,0.29417,8.1449,50,6000,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
5,-137.03,-3.26262,0.91555,-0.15886,-3.80205,8.1326,42,7500,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
1,36.07,0.55492,1.01569,0.03674,0.69943,9.0477,65,1500,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
6,-252.73,-7.22086,0.83309,-0.27428,-5.00000,8.7342,35,9000,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
2,-7.26,-0.11524,0.99682,-0.00742,-0.14388,9.0603,63,3000,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
7,-506.99,-21.12458,0.56616,-0.62007,-5.00000,8.0226,24,10500,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
3,129.78,2.19966,1.06212,0.14574,2.64697,8.2096,59,4500,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
8,-843.39,-49.61118,0.19732,-0.95855,-5.00000,8.7666,17,12000,1,23,0,4,59,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,R133C AMPIEZZA,779670,0,0,1
