Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEntryPoints,InpAllowShort,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpK,InpAllowLong,InpSLMode,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
2,689.83,1.94318,1.04998,0.28501,4.69169,19.4104,355,10,1,14,25,14,30,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
0,-498.96,-1.51660,0.95577,-0.36345,-3.63842,13.1865,329,10,0,14,25,14,30,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
1,-668.65,-4.31387,0.59942,-0.88031,-5.00000,7.5272,155,150,0,14,25,14,30,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
3,-320.43,-1.12038,0.89047,-0.43113,-4.88715,7.2273,286,150,1,14,25,14,30,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
