Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEntryPoints,InpAllowShort,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpK,InpAllowLong,InpSLMode,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
2,191.94,0.78664,1.05677,0.27581,2.85365,6.4586,244,10,1,14,30,15,5,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
0,-322.61,-1.75332,0.88081,-0.47079,-5.00000,6.6552,184,10,0,14,30,15,5,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
3,-16.87,-0.12590,0.98022,-0.06160,-0.83306,2.7150,134,150,1,14,30,15,5,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
1,165.69,2.58891,1.69254,1.75668,19.67577,0.9401,64,150,0,14,30,15,5,22,59,1,1,600,1,1,0,5,14,1.5,1000,2,50,1,1,9,21,1,0,50,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB,770601,0,1
