Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpCrossLookback,InpHACount,InpAdxMin,InpRequireAdxRising,InpMaxDistATR,InpMaxDistEma21ATR,InpUsaGuardian,InpTimeframe,InpEmaFast,InpEmaMid,InpEmaSlow,InpEmaSlopeBars,InpRequireAlignment,InpHAWickRatio,InpHABodyFactor,InpAdxPeriod,InpAdxRising,InpRequireDI,InpMinRR,InpEntryMode,InpPullbackRef,InpPendingExpiryBars,InpAllowLong,InpAllowShort,InpSLMode,InpSwingLookback,InpAtrPeriod,InpAtrSLmult,InpSLBufferPts,InpTP_R,InpPartialR,InpPartialPct,InpBreakeven,InpTrailMode,InpTrailAtrMult,InpExitOnCross,InpExitOnHAflip,InpRiskPercent,InpMaxTradesPerDay,InpStopAfterLosses,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
2,146.99,24.57500,320.54348,1.70542,1.33482,0.8423,6,7,2,20,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
74,146.99,24.57500,320.54348,1.70542,1.33482,0.8423,6,7,2,20,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
37,60.87,1.84455,1.07684,0.14009,0.73110,4.3352,33,5,2,20,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
55,183.82,5.25200,1.24639,0.47390,2.35191,3.8699,35,5,2,25,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
94,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,3,25,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
22,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,3,25,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
128,-161.67,-23.09571,0.27626,-0.70111,-1.19696,2.3006,7,7,2,25,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
3,54.56,27.34500,420.69231,1.40113,0.38658,0.3859,2,3,3,20,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
75,54.56,27.34500,420.69231,1.40113,0.38658,0.3859,2,3,3,20,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
110,-108.16,-6.00889,0.74530,-0.33450,-2.15413,3.2260,18,7,2,20,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
38,-48.44,-1.38400,0.94481,-0.10207,-0.55363,4.7348,35,7,2,20,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
95,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,3,25,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
56,385.66,9.18238,1.48720,0.89020,3.86782,4.3223,42,7,2,25,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
23,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,3,25,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
4,54.56,27.34500,420.69231,1.40113,0.38658,0.3859,2,5,3,20,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
129,-99.94,-16.65667,0.38370,-0.51726,-0.58304,1.9142,6,3,3,25,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
76,54.56,27.34500,420.69231,1.40113,0.38658,0.3859,2,5,3,20,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
111,-95.23,-10.58111,0.55120,-0.50520,-0.64773,1.8676,9,3,3,20,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
39,-186.42,-14.34000,0.46793,-0.50028,-1.86317,3.6844,13,3,3,20,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
57,-93.41,-5.49471,0.78209,-0.34504,-1.38603,2.6822,17,3,3,25,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
5,54.56,27.34500,420.69231,1.40113,0.38658,0.3859,2,7,3,20,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
96,-246.98,-22.45273,0.30354,-0.68659,-2.52146,3.5640,11,3,2,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
77,54.56,27.34500,420.69231,1.40113,0.38658,0.3859,2,7,3,20,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
130,-99.94,-16.65667,0.38370,-0.51726,-0.58304,1.9142,6,5,3,25,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
24,63.99,3.36789,1.13757,0.18332,0.96259,3.4583,19,3,2,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
112,-83.75,-6.97917,0.72818,-0.41762,-0.85752,1.9869,12,5,3,20,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
6,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,2,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
78,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,2,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
40,-175.43,-7.62739,0.69979,-0.62984,-2.54972,2.7596,23,5,3,20,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
58,352.87,11.02719,1.61579,1.30057,4.56173,2.6881,32,5,3,25,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
131,-99.94,-16.65667,0.38370,-0.51726,-0.58304,1.9142,6,7,3,25,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
97,-108.16,-6.00889,0.74530,-0.33450,-2.15413,3.2260,18,5,2,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
113,-83.75,-6.97917,0.72818,-0.41762,-0.85752,1.9869,12,7,3,20,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
7,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,2,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
79,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,2,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
25,60.87,1.84455,1.07684,0.14009,0.73110,4.3352,33,5,2,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
41,-260.98,-10.43920,0.61043,-0.73671,-3.65026,3.5098,25,7,3,20,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
132,-246.98,-22.45273,0.30354,-0.68659,-2.52146,3.5640,11,3,2,20,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
59,455.57,12.31270,1.74291,1.46307,4.92072,3.0850,37,7,3,25,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
8,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,2,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
80,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,2,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
114,-91.53,-15.25500,0.40468,-0.39694,-0.58996,2.2846,6,3,2,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
98,-108.16,-6.00889,0.74530,-0.33450,-2.15413,3.2260,18,7,2,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
26,-48.44,-1.38400,0.94481,-0.10207,-0.55363,4.7348,35,7,2,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
42,37.72,3.14333,1.14278,0.13559,0.34776,2.7562,12,3,2,25,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
9,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,3,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
133,-108.16,-6.00889,0.74530,-0.33450,-2.15413,3.2260,18,5,2,20,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
81,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,3,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
115,-161.67,-23.09571,0.27626,-0.70111,-1.19696,2.3006,7,5,2,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
99,-95.23,-10.58111,0.55120,-0.50520,-0.64773,1.8676,9,3,3,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
60,342.65,11.42167,1.55359,0.98395,4.53867,3.4502,30,3,2,20,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
27,-186.42,-14.34000,0.46793,-0.50028,-1.86317,3.6844,13,3,3,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
10,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,3,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
82,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,3,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
43,-79.60,-3.79048,0.83912,-0.21688,-1.31700,3.6618,21,5,2,25,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
134,-108.16,-6.00889,0.74530,-0.33450,-2.15413,3.2260,18,7,2,20,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
116,-161.67,-23.09571,0.27626,-0.70111,-1.19696,2.3006,7,7,2,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
100,-83.75,-6.97917,0.72818,-0.41762,-0.85752,1.9869,12,5,3,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
11,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,3,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
