Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpUsaGuardian,InpEmaFast,InpEmaSlow,InpAllowLong,InpAllowShort,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseEma200Filter,InpEmaTrendPeriod,InpUseOppositeExit,InpReverseOnOppositeExit,InpAtrPeriod,InpSLatr,InpTP_RR,InpTP1_RR,InpTP1Pct,InpBreakeven,InpUseTrailEma,InpMaxTradesPerDay,InpUseHourFilter,InpHourStart,InpHourEnd,InpFridayClose,InpFridayCloseHour,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMaxSpread,InpVerbose,InpAutoTest
0,-770.96,-8.28989,0.87444,-0.44418,-1.71647,16.4254,93,-2.8144,-675,-675.32,776222,1,9,21,1,1,1,1.5,20,0,200,0,1,14,1.5,2,1,0,1,0,0,0,8,20,0,20,1,0,abtg_news.csv,3,60,30,0,,CROSSEMA,0,0,0
1,-770.96,-8.28989,0.87444,-0.44418,-1.71647,16.4254,93,-2.8144,-675,-675.32,776223,1,9,21,1,1,1,1.5,20,0,200,0,1,14,1.5,2,1,0,1,0,0,0,8,20,0,20,1,0,abtg_news.csv,3,60,30,0,,CROSSEMA,0,0,0
