Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpCrossLookback,InpHACount,InpAdxMin,InpRequireAdxRising,InpMaxDistATR,InpMaxDistEma21ATR,InpUsaGuardian,InpTimeframe,InpEmaFast,InpEmaMid,InpEmaSlow,InpEmaSlopeBars,InpRequireAlignment,InpHAWickRatio,InpHABodyFactor,InpAdxPeriod,InpAdxRising,InpRequireDI,InpMinRR,InpEntryMode,InpPullbackRef,InpPendingExpiryBars,InpAllowLong,InpAllowShort,InpSLMode,InpSwingLookback,InpAtrPeriod,InpAtrSLmult,InpSLBufferPts,InpTP_R,InpPartialR,InpPartialPct,InpBreakeven,InpTrailMode,InpTrailAtrMult,InpExitOnCross,InpExitOnHAflip,InpRiskPercent,InpMaxTradesPerDay,InpStopAfterLosses,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
7,-201.29,-25.16125,0.40959,-0.54945,-1.05273,3.6042,8,5,2,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
115,-470.32,-31.35467,0.27691,-0.74224,-5.00000,6.2350,15,5,2,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
43,-383.76,-17.44364,0.48752,-0.52628,-5.00000,7.1875,22,5,2,25,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
61,450.11,6.52333,1.29296,0.92168,2.38295,4.7241,69,5,2,20,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
98,494.08,15.44000,1.62003,1.27337,6.72234,3.7255,32,7,2,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
80,-169.75,-16.97500,0.50217,-0.41903,-1.22983,3.9580,10,7,2,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
134,494.08,15.44000,1.62003,1.27337,6.72234,3.7255,32,7,2,20,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
8,-169.75,-16.97500,0.50217,-0.41903,-1.22983,3.9580,10,7,2,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
116,-470.32,-31.35467,0.27691,-0.74224,-5.00000,6.2350,15,7,2,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
26,90.09,1.83857,1.07008,0.18866,0.77291,4.6945,49,7,2,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
44,-497.78,-16.59267,0.49099,-0.59033,-5.00000,8.3113,30,7,2,25,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
99,-46.83,-4.25727,0.85468,-0.16619,-0.59896,2.8049,11,3,3,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
62,739.76,8.80667,1.40154,1.40377,3.15114,5.1907,84,7,2,20,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
81,176.19,88.12000,3524.80000,2.81994,1.29809,0.6176,2,3,3,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
135,-46.83,-4.25727,0.85468,-0.16619,-0.59896,2.8049,11,3,3,20,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
9,176.19,88.12000,3524.80000,2.81994,1.29809,0.6176,2,3,3,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
117,-26.83,-2.98111,0.88985,-0.13612,-0.28825,1.9620,9,3,3,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
27,-81.28,-5.41867,0.79564,-0.23211,-1.44604,3.4740,15,3,3,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
45,-19.86,-1.65500,0.92846,-0.08872,-0.26810,2.2207,12,3,3,25,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
100,-268.24,-17.88267,0.56526,-0.75304,-3.72464,3.5311,15,5,3,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
82,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,5,3,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
63,96.14,3.43357,1.15656,0.18849,1.39727,5.0669,28,3,3,20,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
136,-268.24,-17.88267,0.56526,-0.75304,-3.72464,3.5311,15,5,3,20,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
10,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,5,3,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
118,-280.27,-25.47909,0.43609,-0.78681,-2.92775,3.5353,11,5,3,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
28,-286.25,-15.06579,0.57658,-0.78123,-4.83427,3.6350,19,5,3,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
46,-273.30,-19.52143,0.48535,-0.76724,-3.65603,3.5329,14,5,3,25,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
101,-132.99,-7.82294,0.78447,-0.37332,-2.17459,3.5314,17,7,3,20,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
83,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,7,3,25,0,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
137,-132.99,-7.82294,0.78447,-0.37332,-2.17459,3.5314,17,7,3,20,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
11,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,7,3,25,0,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
119,-280.27,-25.47909,0.43609,-0.78681,-2.92775,3.5353,11,7,3,25,1,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
64,-241.57,-4.73667,0.81990,-0.39518,-1.69706,6.0590,51,5,3,20,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
29,-178.55,-6.37679,0.79473,-0.42136,-2.58778,4.1952,28,7,3,20,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
47,-304.53,-14.50143,0.58196,-0.71789,-4.94949,4.1957,21,7,3,25,1,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
102,-213.82,-21.38200,0.27064,-0.82229,-2.83922,2.5884,10,3,2,25,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
84,167.91,27.98500,4.37847,1.91809,0.94846,0.8715,6,3,2,20,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
138,-213.82,-21.38200,0.27064,-0.82229,-2.83922,2.5884,10,3,2,25,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
12,167.91,27.98500,4.37847,1.91809,0.94846,0.8715,6,3,2,20,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
120,179.34,9.43895,1.39351,0.68323,3.75798,2.5835,19,3,2,20,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
65,-185.82,-3.20379,0.87570,-0.29345,-1.19782,6.3059,58,7,3,20,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
30,-256.79,-18.34214,0.31913,-0.76210,-4.54631,3.3428,14,3,2,25,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
48,405.86,9.22409,1.45275,0.86031,3.58740,4.6596,44,3,2,20,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
103,-470.32,-31.35467,0.27691,-0.74224,-5.00000,6.2350,15,5,2,25,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
85,-45.43,-3.49462,0.88370,-0.10094,-0.51888,4.3259,13,5,2,20,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
139,-470.32,-31.35467,0.27691,-0.74224,-5.00000,6.2350,15,5,2,25,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
13,-45.43,-3.49462,0.88370,-0.10094,-0.51888,4.3259,13,5,2,20,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
121,64.32,2.29714,1.08073,0.13677,1.02713,4.5154,28,5,2,20,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
66,-111.48,-3.84414,0.83784,-0.21274,-1.49868,5.1757,29,3,2,25,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
31,-380.76,-17.30727,0.49212,-0.52031,-5.00000,7.2091,22,5,2,25,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
104,-470.32,-31.35467,0.27691,-0.74224,-5.00000,6.2350,15,7,2,25,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
49,451.06,6.53710,1.29357,0.92362,2.38772,4.7237,69,5,2,20,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
86,180.22,10.60118,1.46122,0.50842,2.79065,3.3952,17,7,2,20,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
140,-470.32,-31.35467,0.27691,-0.74224,-5.00000,6.2350,15,7,2,25,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
14,180.22,10.60118,1.46122,0.50842,2.79065,3.3952,17,7,2,20,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
122,494.08,15.44000,1.62003,1.27337,6.72234,3.7255,32,7,2,20,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
32,-494.78,-16.49267,0.49451,-0.58497,-5.00000,8.3323,30,7,2,25,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
67,-292.40,-6.64545,0.76389,-0.36358,-2.49799,7.8366,44,5,2,25,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
105,-26.83,-2.98111,0.88985,-0.13612,-0.28825,1.9620,9,3,3,25,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
87,176.19,88.12000,3524.80000,2.81994,1.29809,0.6176,2,3,3,20,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
141,-26.83,-2.98111,0.88985,-0.13612,-0.28825,1.9620,9,3,3,25,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
15,176.19,88.12000,3524.80000,2.81994,1.29809,0.6176,2,3,3,20,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
50,738.54,8.79214,1.40039,1.40146,3.14455,5.1914,84,7,2,20,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
123,-46.83,-4.25727,0.85468,-0.16619,-0.59896,2.8049,11,3,3,20,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
33,-20.11,-1.67583,0.92763,-0.08964,-0.27135,2.2255,12,3,3,25,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
68,-317.67,-5.47707,0.79108,-0.34050,-2.05404,9.1474,58,7,2,25,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
106,-280.27,-25.47909,0.43609,-0.78681,-2.92775,3.5353,11,5,3,25,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
88,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,5,3,20,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
142,-280.27,-25.47909,0.43609,-0.78681,-2.92775,3.5353,11,5,3,25,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
16,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,5,3,20,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
124,-268.24,-17.88267,0.56526,-0.75304,-3.72464,3.5311,15,5,3,20,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
51,96.10,3.43214,1.15648,0.18841,1.39668,5.0669,28,3,3,20,0,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
34,-273.55,-19.53929,0.48514,-0.76795,-3.65924,3.5330,14,5,3,25,0,1.0,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
69,142.05,6.17609,1.31366,0.40666,2.35583,3.4701,23,3,3,25,1,1.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
107,-280.27,-25.47909,0.43609,-0.78681,-2.92775,3.5353,11,7,3,25,0,1.0,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
89,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,7,3,20,1,0.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
143,-280.27,-25.47909,0.43609,-0.78681,-2.92775,3.5353,11,7,3,25,1,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
17,-186.69,-37.33800,0.48560,-0.50382,-0.84090,3.6386,5,7,3,20,1,0.5,0,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
125,-132.99,-7.82294,0.78447,-0.37332,-2.17459,3.5314,17,7,3,20,0,1.5,1,1,16385,9,21,50,3,1,0.3,0.6,14,1,1,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,778745,0,0
