Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpUsaGuardian,InpEmaFast,InpEmaSlow,InpAllowLong,InpAllowShort,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseEma200Filter,InpEmaTrendPeriod,InpUseOppositeExit,InpReverseOnOppositeExit,InpAtrPeriod,InpSLatr,InpTP_RR,InpTP1_RR,InpTP1Pct,InpBreakeven,InpUseTrailEma,InpMaxTradesPerDay,InpUseHourFilter,InpHourStart,InpHourEnd,InpFridayClose,InpFridayCloseHour,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMaxSpread,InpVerbose,InpAutoTest
0,-1011.81,-12.97192,0.81000,-0.50514,-2.61473,18.4162,78,-3.0878,-1118,-1118.46,776224,1,9,21,1,1,0,1.5,20,1,200,0,1,14,1.5,2,1,0,1,0,0,0,8,20,0,20,1,0,abtg_news.csv,3,60,30,0,,CROSSEMA,0,0,0
1,-1011.81,-12.97192,0.81000,-0.50514,-2.61473,18.4162,78,-3.0878,-1118,-1118.46,776225,1,9,21,1,1,0,1.5,20,1,200,0,1,14,1.5,2,1,0,1,0,0,0,8,20,0,20,1,0,abtg_news.csv,3,60,30,0,,CROSSEMA,0,0,0
