Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpSessStartHour,InpSessEndHour,InpUsaGuardian,InpTF_Struttura,InpSwingBars,InpAllowLong,InpAllowShort,InpMaxLivelli,InpUseSessionWindow,InpSessStartMin,InpSessEndMin,InpAtrPeriod,InpSLMode,InpSLBufferAtr,InpSLatr,InpTP_RR,InpTP1_RR,InpTP1Pct,InpBreakeven,InpUseTrailing,InpTrailATR,InpMaxTradesPerDay,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpAutoTest
4,-112.63,-56.31500,0.00000,-0.40319,-0.54575,2.7477,2,-1.0348,-107,-106.79,7,12,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
7,-214.82,-53.70500,0.00000,-0.56303,-0.44209,3.7528,4,-1.1009,-207,-207.11,7,14,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
0,-9.25,-9.25000,0.00000,-0.05257,-0.05552,1.7308,1,-0.8850,-5,-5.36,6,10,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
6,-214.82,-53.70500,0.00000,-0.56303,-0.44209,3.7528,4,-1.1009,-207,-207.11,6,14,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
3,-112.63,-56.31500,0.00000,-0.40319,-0.54575,2.7477,2,-1.0348,-107,-106.79,6,12,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
5,-112.63,-56.31500,0.00000,-0.40319,-0.54575,2.7477,2,-1.0348,-107,-106.79,8,12,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
2,-9.25,-9.25000,0.00000,-0.05257,-0.05552,1.7308,1,-0.8850,-5,-5.36,8,10,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
1,-9.25,-9.25000,0.00000,-0.05257,-0.05552,1.7308,1,-0.8850,-5,-5.36,7,10,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
8,-214.82,-53.70500,0.00000,-0.56305,-0.44209,3.7527,4,-1.1009,-207,-207.11,8,14,1,16388,21,1,1,200,1,0,0,14,0,0.5,1.5,2,1,0,1,0,1.5,0,1,0,abtg_news.csv,3,60,30,0,,LIQSWEEP,772605,0,0,0
