Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,2252.59,54.94122,1.13833,0.48110,1.11433,4.4298,41,-1.1091,-2957,-2956.91,772355,16388,0,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
1,2252.59,54.94122,1.13833,0.48110,1.11433,4.4298,41,-1.1091,-2957,-2956.91,772356,16388,0,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
