Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,22252.20,347.69063,1.74084,1.82309,1.84881,9.4547,64,-4.0041,-5315,-5315.43,772352,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
0,22252.20,347.69063,1.74084,1.82309,1.84881,9.4547,64,-4.0041,-5315,-5315.43,772351,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
