Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,362.80,7.55833,1.01642,0.03310,0.06664,9.9258,48,-3.7426,-5385,-5384.77,772352,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
0,362.80,7.55833,1.01642,0.03310,0.06664,9.9258,48,-3.7426,-5385,-5384.77,772351,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
