Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,15446.36,249.13484,1.44312,2.18440,2.25071,6.1856,62,-1.9102,-4530,-4529.98,772353,16388,1,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
1,15446.36,249.13484,1.44312,2.18440,2.25071,6.1856,62,-1.9102,-4530,-4529.98,772354,16388,1,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
