Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,7343.23,166.89159,1.29824,1.40882,2.16665,5.1098,44,-1.8885,-5041,-5041.19,772353,16388,1,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
1,7343.23,166.89159,1.29824,1.40882,2.16665,5.1098,44,-1.8885,-5041,-5041.19,772354,16388,1,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
