Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
6,-172.09,-4.41256,0.65795,-0.78017,-3.47798,2.2012,39,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
5,-312.66,-6.25320,0.58865,-0.59352,-5.00000,5.2581,50,16387,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
4,-558.35,-6.34489,0.57759,-0.71237,-5.00000,7.8023,88,16386,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
7,-77.05,-2.75179,0.78188,-0.22394,-2.65899,3.4222,28,16390,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
2,-1201.53,-2.61202,0.78221,-0.68839,-5.00000,16.9126,460,30,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
1,-3628.84,-5.44054,0.52380,-0.97684,-5.00000,37.0527,667,20,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
0,-3027.53,-3.64763,0.67539,-0.90242,-5.00000,32.8240,830,15,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
3,-454.85,-2.01261,0.81756,-0.55269,-3.79738,7.9376,226,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
10,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,16408,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
8,-54.91,-3.43187,0.72805,-0.40159,-1.30187,1.3632,16,16392,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
9,142.74,35.70500,1785.25000,3.24778,0.39811,0.4379,4,16396,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
