Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
1,312.09,0.39909,1.03896,0.37002,0.61176,7.8820,782,20,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
0,173.05,0.17462,1.01733,0.12704,0.27547,12.7040,991,15,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
2,598.18,1.00874,1.10528,0.61928,1.37091,9.4376,593,30,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
6,612.35,8.87464,1.74490,1.34067,2.95001,4.5180,69,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
4,728.41,4.49636,1.40781,0.76362,2.97592,8.6168,162,16386,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
3,651.18,2.42978,1.25349,1.05564,2.66187,6.0098,268,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
5,147.88,1.60739,1.14131,0.32741,1.01318,4.3981,92,16387,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
7,721.46,15.35021,2.08642,1.98427,4.69381,3.4683,47,16390,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
10,-94.78,-31.59333,0.53514,-0.45918,-0.13216,2.0413,3,16408,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
8,153.00,8.05263,1.41735,0.52556,1.24770,2.8550,19,16392,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
9,226.77,28.34625,76.59000,0.94095,0.46069,2.4043,8,16396,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.05,0.6,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200 OTT,0,20,971501,0,1
