Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpAllowLong,InpAllowShort,InpMagic,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpSLMode,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTPRangeMult,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseEma200Filter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMaxSpread,InpVerbose
0,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0,0,772611,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
4,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0,0,772612,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
2,-11183.48,-174.74188,0.68140,-0.80636,-5.00000,13.7152,64,0,1,772611,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
1,9509.39,133.93507,1.24979,1.14859,12.22241,7.8885,71,1,0,772611,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
5,9509.39,133.93507,1.24979,1.14859,12.22241,7.8885,71,1,0,772612,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
6,-11183.48,-174.74188,0.68140,-0.80636,-5.00000,13.7152,64,0,1,772612,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
3,-2821.60,-20.90074,0.96052,-0.24310,-2.29367,11.4781,135,1,1,772611,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
7,-2821.60,-20.90074,0.96052,-0.24310,-2.29367,11.4781,135,1,1,772612,14,30,14,45,21,0,1,1,600,10,1,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,0,1
