Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingAtr,InpPendingExpiryBars,InpSLLookback,InpSLBufferAtr,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
2,119.05,0.54610,1.04558,0.11515,0.49041,10.0522,218,30,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
3,-536.23,-8.24969,0.49474,-0.67116,-5.00000,7.8466,65,16385,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
7,-215.16,-26.89500,0.25162,-0.80281,-0.87586,2.6660,8,16390,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
4,37.57,0.70887,1.05045,0.11623,0.35584,3.1374,53,16386,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
6,-105.52,-7.53714,0.69966,-0.25922,-0.52208,3.9988,14,16388,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
1,-855.39,-2.74163,0.80875,-0.64595,-3.02616,13.1383,312,20,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
5,308.84,10.29467,1.67418,0.76264,2.23917,4.0105,30,16387,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
0,922.46,1.98806,1.16652,1.22800,2.15534,7.2108,464,15,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
8,-139.36,-15.48444,0.50005,-0.50160,-0.66810,2.7404,9,16392,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
10,208.07,69.38000,2973.42857,5.05515,0.13648,0.4053,3,16408,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
9,-305.33,-19.08312,0.52558,-0.47819,-0.91826,6.3530,16,16396,3.5,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,2,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI,771001,0,1
